region,area,transect,length,groupid,distance,size,sex,exposure,observer,detected
SCAN,889600,82,87.46632,834,0.56,2,2,0.420295169,1,1
SCAN,889600,82,87.46632,834,0.56,2,2,0.420295169,2,0
SCAN,889600,82,87.46632,835,0.054,1,2,0.300857782,1,1
SCAN,889600,82,87.46632,835,0.054,1,2,0.300857782,2,0
SCAN,889600,82,87.46632,836,0.101,2,2,0.420295169,1,1
SCAN,889600,82,87.46632,836,0.101,2,2,0.420295169,2,0
SCAN,889600,82,87.46632,837,0.156,1,2,0.300857782,1,1
SCAN,889600,82,87.46632,837,0.156,1,2,0.300857782,2,0
SCAN,889600,82,87.46632,838,0.079,1,2,0.300857782,1,1
SCAN,889600,82,87.46632,838,0.079,1,2,0.300857782,2,1
SCAN,889600,82,87.46632,839,0.149,1,2,0.300857782,1,1
SCAN,889600,82,87.46632,839,0.149,1,2,0.300857782,2,0
SCAN,889600,82,87.46632,840,0.104,1,2,0.300857782,1,1
SCAN,889600,82,87.46632,840,0.104,1,2,0.300857782,2,0
SCAN,889600,82,87.46632,841,0.135,2,2,0.420295169,1,1
SCAN,889600,82,87.46632,841,0.135,2,2,0.420295169,2,0
SCAN,889600,82,87.46632,842,0.024,2,2,0.420295169,1,1
SCAN,889600,82,87.46632,842,0.024,2,2,0.420295169,2,0
SCAN,889600,83,8.15364,843,0.082,1,2,0.300857782,1,1
SCAN,889600,83,8.15364,843,0.082,1,2,0.300857782,2,0
SCAN,889600,83,8.15364,844,0.238,1,0,0.40089367,1,0
SCAN,889600,83,8.15364,844,0.238,1,0,0.40089367,2,1
SCAN,889600,83,8.15364,845,0.03,1,2,0.300857782,1,0
SCAN,889600,83,8.15364,845,0.03,1,2,0.300857782,2,1
SCAN,889600,83,8.15364,846,0.234,1,2,0.300857782,1,0
SCAN,889600,83,8.15364,846,0.234,1,2,0.300857782,2,1
SCAN,889600,83,8.15364,847,0.168,1,2,0.300857782,1,0
SCAN,889600,83,8.15364,847,0.168,1,2,0.300857782,2,1
SCAN,889600,83,8.15364,848,0.056,3,2,0.555345404,1,0
SCAN,889600,83,8.15364,848,0.056,3,2,0.555345404,2,1
SCAN,889600,83,8.15364,849,0.144,1,2,0.300857782,1,1
SCAN,889600,83,8.15364,849,0.144,1,2,0.300857782,2,0
SCAN,889600,83,8.15364,850,0.015,2,2,0.420295169,1,0
SCAN,889600,83,8.15364,850,0.015,2,2,0.420295169,2,1
SCAN,889600,83,8.15364,851,0.23,2,0,0.534490586,1,0
SCAN,889600,83,8.15364,851,0.23,2,0,0.534490586,2,1
SCAN,889600,83,8.15364,852,0.287,1,1,0.307615523,1,0
SCAN,889600,83,8.15364,852,0.287,1,1,0.307615523,2,1
SCAN,889600,83,8.15364,853,0.367,2,1,0.428371897,1,1
SCAN,889600,83,8.15364,853,0.367,2,1,0.428371897,2,0
SCAN,889600,83,8.15364,854,0.121,2,0,0.534490586,1,1
SCAN,889600,83,8.15364,854,0.121,2,0,0.534490586,2,1
SCAN,889600,83,8.15364,855,0.138,2,0,0.534490586,1,1
SCAN,889600,83,8.15364,855,0.138,2,0,0.534490586,2,1
SCAN,889600,83,8.15364,856,0.078,2,0,0.534490586,1,1
SCAN,889600,83,8.15364,856,0.078,2,0,0.534490586,2,0
SCAN,889600,83,8.15364,857,0.122,3,0,0.670038017,1,1
SCAN,889600,83,8.15364,857,0.122,3,0,0.670038017,2,0
SCAN,889600,83,8.15364,858,0.297,3,0,0.670038017,1,1
SCAN,889600,83,8.15364,858,0.297,3,0,0.670038017,2,1
SCAN,889600,83,8.15364,859,0.587,1,0,0.40089367,1,0
SCAN,889600,83,8.15364,859,0.587,1,0,0.40089367,2,1
SCAN,889600,83,8.15364,860,0.156,1,1,0.307615523,1,1
SCAN,889600,83,8.15364,860,0.156,1,1,0.307615523,2,0
SCAN,889600,83,8.15364,861,0.263,2,2,0.420295169,1,1
SCAN,889600,83,8.15364,861,0.263,2,2,0.420295169,2,0
SCAN,889600,84,151.76889,862,0.204,2,1,0.428371897,1,0
SCAN,889600,84,151.76889,862,0.204,2,1,0.428371897,2,1
SCAN,889600,84,151.76889,863,0.059,5,2,0.804753881,1,1
SCAN,889600,84,151.76889,863,0.059,5,2,0.804753881,2,0
SCAN,889600,84,151.76889,864,0.188,2,2,0.420295169,1,1
SCAN,889600,84,151.76889,864,0.188,2,2,0.420295169,2,0
SCAN,889600,84,151.76889,865,0.176,2,2,0.420295169,1,1
SCAN,889600,84,151.76889,865,0.176,2,2,0.420295169,2,0
SCAN,889600,84,151.76889,866,0.065,2,2,0.420295169,1,1
SCAN,889600,84,151.76889,866,0.065,2,2,0.420295169,2,0
SCAN,889600,84,151.76889,867,0.152,1,2,0.300857782,1,0
SCAN,889600,84,151.76889,867,0.152,1,2,0.300857782,2,1
SCAN,889600,84,151.76889,868,0.014,1,2,0.300857782,1,1
SCAN,889600,84,151.76889,868,0.014,1,2,0.300857782,2,0
SCAN,889600,84,151.76889,869,0.174,1,2,0.300857782,1,1
SCAN,889600,84,151.76889,869,0.174,1,2,0.300857782,2,0
SCAN,889600,84,151.76889,870,0.263,2,2,0.420295169,1,1
SCAN,889600,84,151.76889,870,0.263,2,2,0.420295169,2,0
SCAN,889600,84,151.76889,871,0.029,1,2,0.300857782,1,1
SCAN,889600,84,151.76889,871,0.029,1,2,0.300857782,2,1
SCAN,889600,84,151.76889,872,0.081,2,2,0.420295169,1,1
SCAN,889600,84,151.76889,872,0.081,2,2,0.420295169,2,0
SCAN,889600,84,151.76889,873,0.064,1,2,0.300857782,1,1
SCAN,889600,84,151.76889,873,0.064,1,2,0.300857782,2,0
SCAN,889600,84,151.76889,874,0.147,1,2,0.300857782,1,1
SCAN,889600,84,151.76889,874,0.147,1,2,0.300857782,2,0
SCAN,889600,84,151.76889,875,0.153,3,2,0.555345404,1,1
SCAN,889600,84,151.76889,875,0.153,3,2,0.555345404,2,1
SCAN,889600,84,151.76889,876,0.016,1,0,0.40089367,1,1
SCAN,889600,84,151.76889,876,0.016,1,0,0.40089367,2,1
SCAN,889600,84,151.76889,877,0.292,1,0,0.40089367,1,0
SCAN,889600,84,151.76889,877,0.292,1,0,0.40089367,2,1
SCAN,889600,84,151.76889,878,0.206,1,1,0.307615523,1,0
SCAN,889600,84,151.76889,878,0.206,1,1,0.307615523,2,1
SCAN,889600,84,151.76889,879,0.328,1,1,0.307615523,1,0
SCAN,889600,84,151.76889,879,0.328,1,1,0.307615523,2,1
SCAN,889600,84,151.76889,880,0.179,1,1,0.307615523,1,1
SCAN,889600,84,151.76889,880,0.179,1,1,0.307615523,2,0
SCAN,889600,85,35.02359,881,0.585,2,1,0.428371897,1,0
SCAN,889600,85,35.02359,881,0.585,2,1,0.428371897,2,1
SCAN,889600,85,35.02359,882,0.289,2,2,0.420295169,1,1
SCAN,889600,85,35.02359,882,0.289,2,2,0.420295169,2,1
SCAN,889600,85,35.02359,883,0.165,4,2,0.689540138,1,0
SCAN,889600,85,35.02359,883,0.165,4,2,0.689540138,2,1
SCAN,889600,85,35.02359,884,0.046,2,2,0.420295169,1,0
SCAN,889600,85,35.02359,884,0.046,2,2,0.420295169,2,1
SCAN,889600,85,35.02359,885,0.284,3,0,0.670038017,1,1
SCAN,889600,85,35.02359,885,0.284,3,0,0.670038017,2,1
SCAN,889600,85,35.02359,886,0.112,1,0,0.40089367,1,1
SCAN,889600,85,35.02359,886,0.112,1,0,0.40089367,2,1
SCAN,889600,85,35.02359,887,0.123,3,0,0.670038017,1,1
SCAN,889600,85,35.02359,887,0.123,3,0,0.670038017,2,0
SCAN,889600,85,35.02359,888,0.35,2,0,0.534490586,1,1
SCAN,889600,85,35.02359,888,0.35,2,0,0.534490586,2,0
SCAN,889600,85,35.02359,889,0.153,1,0,0.40089367,1,0
SCAN,889600,85,35.02359,889,0.153,1,0,0.40089367,2,1
SCAN,889600,85,35.02359,890,0.112,2,0,0.534490586,1,1
SCAN,889600,85,35.02359,890,0.112,2,0,0.534490586,2,1
SCAN,889600,85,35.02359,891,0.327,1,0,0.40089367,1,1
SCAN,889600,85,35.02359,891,0.327,1,0,0.40089367,2,0
SCAN,889600,85,35.02359,892,0.147,4,0,0.789103156,1,1
SCAN,889600,85,35.02359,892,0.147,4,0,0.789103156,2,0
SCAN,889600,85,35.02359,893,0.039,2,0,0.534490586,1,1
SCAN,889600,85,35.02359,893,0.039,2,0,0.534490586,2,1
SCAN,889600,85,35.02359,894,0.246,1,0,0.40089367,1,0
SCAN,889600,85,35.02359,894,0.246,1,0,0.40089367,2,1
SCAN,889600,85,35.02359,895,0.612,1,0,0.40089367,1,1
SCAN,889600,85,35.02359,895,0.612,1,0,0.40089367,2,0
SCAN,889600,85,35.02359,896,0.319,2,0,0.534490586,1,1
SCAN,889600,85,35.02359,896,0.319,2,0,0.534490586,2,1
SCAN,889600,85,35.02359,897,0.426,1,0,0.40089367,1,0
SCAN,889600,85,35.02359,897,0.426,1,0,0.40089367,2,1
SCAN,889600,85,35.02359,898,0.182,2,0,0.534490586,1,1
SCAN,889600,85,35.02359,898,0.182,2,0,0.534490586,2,0
SCAN,889600,85,35.02359,899,0.354,1,0,0.40089367,1,1
SCAN,889600,85,35.02359,899,0.354,1,0,0.40089367,2,1
SCAN,889600,86,258.13683,900,0.275,1,0,0.40089367,1,0
SCAN,889600,86,258.13683,900,0.275,1,0,0.40089367,2,1
SCAN,889600,86,258.13683,901,0.124,4,0,0.789103156,1,0
SCAN,889600,86,258.13683,901,0.124,4,0,0.789103156,2,1
SCAN,889600,86,258.13683,902,0.117,4,0,0.789103156,1,1
SCAN,889600,86,258.13683,902,0.117,4,0,0.789103156,2,0
SCAN,889600,86,258.13683,903,0.255,2,0,0.534490586,1,1
SCAN,889600,86,258.13683,903,0.255,2,0,0.534490586,2,0
SCAN,889600,86,258.13683,904,0.506,3,0,0.670038017,1,1
SCAN,889600,86,258.13683,904,0.506,3,0,0.670038017,2,1
SCAN,889600,86,258.13683,905,0.116,2,0,0.534490586,1,1
SCAN,889600,86,258.13683,905,0.116,2,0,0.534490586,2,1
SCAN,889600,86,258.13683,906,0.227,2,0,0.534490586,1,1
SCAN,889600,86,258.13683,906,0.227,2,0,0.534490586,2,0
SCAN,889600,86,258.13683,907,0.396,2,0,0.534490586,1,0
SCAN,889600,86,258.13683,907,0.396,2,0,0.534490586,2,1
SCAN,889600,86,258.13683,908,0.376,3,0,0.670038017,1,1
SCAN,889600,86,258.13683,908,0.376,3,0,0.670038017,2,0
SCAN,889600,86,258.13683,909,0.232,1,0,0.40089367,1,1
SCAN,889600,86,258.13683,909,0.232,1,0,0.40089367,2,0
SCAN,889600,86,258.13683,910,0.068,3,0,0.670038017,1,1
SCAN,889600,86,258.13683,910,0.068,3,0,0.670038017,2,0
SCAN,889600,86,258.13683,911,0.101,2,0,0.534490586,1,1
SCAN,889600,86,258.13683,911,0.101,2,0,0.534490586,2,1
SCAN,889600,86,258.13683,912,0.302,3,0,0.670038017,1,1
SCAN,889600,86,258.13683,912,0.302,3,0,0.670038017,2,0
SCAN,889600,86,258.13683,913,0,1,0,0.40089367,1,0
SCAN,889600,86,258.13683,913,0,1,0,0.40089367,2,1
SCAN,889600,86,258.13683,914,0.452,1,0,0.40089367,1,0
SCAN,889600,86,258.13683,914,0.452,1,0,0.40089367,2,1
SCAN,889600,86,258.13683,915,0.116,1,0,0.40089367,1,1
SCAN,889600,86,258.13683,915,0.116,1,0,0.40089367,2,1
SCAN,889600,86,258.13683,916,0.322,2,0,0.534490586,1,0
SCAN,889600,86,258.13683,916,0.322,2,0,0.534490586,2,1
SCAN,889600,86,258.13683,917,0.147,1,0,0.40089367,1,1
SCAN,889600,86,258.13683,917,0.147,1,0,0.40089367,2,0
SCAN,889600,86,258.13683,918,0.084,1,0,0.40089367,1,1
SCAN,889600,86,258.13683,918,0.084,1,0,0.40089367,2,0
SCAN,889600,87,345.41784,919,0.72,1,0,0.40089367,1,0
SCAN,889600,87,345.41784,919,0.72,1,0,0.40089367,2,1
SCAN,889600,87,345.41784,920,0.502,1,0,0.40089367,1,0
SCAN,889600,87,345.41784,920,0.502,1,0,0.40089367,2,1
SCAN,889600,87,345.41784,921,0.186,2,0,0.534490586,1,1
SCAN,889600,87,345.41784,921,0.186,2,0,0.534490586,2,1
SCAN,889600,87,345.41784,922,0.063,1,0,0.40089367,1,1
SCAN,889600,87,345.41784,922,0.063,1,0,0.40089367,2,0
SCAN,889600,87,345.41784,923,0.5,2,0,0.534490586,1,1
SCAN,889600,87,345.41784,923,0.5,2,0,0.534490586,2,0
SCAN,889600,87,345.41784,924,0.485,7,0,0.970044044,1,1
SCAN,889600,87,345.41784,924,0.485,7,0,0.970044044,2,0
SCAN,889600,87,345.41784,925,0.374,1,0,0.40089367,1,1
SCAN,889600,87,345.41784,925,0.374,1,0,0.40089367,2,0
SCAN,889600,87,345.41784,926,0.012,1,0,0.40089367,1,1
SCAN,889600,87,345.41784,926,0.012,1,0,0.40089367,2,0
SCAN,889600,87,345.41784,927,0.753,1,0,0.40089367,1,1
SCAN,889600,87,345.41784,927,0.753,1,0,0.40089367,2,1
SCAN,889600,87,345.41784,928,0.506,2,0,0.534490586,1,0
SCAN,889600,87,345.41784,928,0.506,2,0,0.534490586,2,1
SCAN,889600,87,345.41784,929,0.637,1,0,0.40089367,1,1
SCAN,889600,87,345.41784,929,0.637,1,0,0.40089367,2,0
SCAN,889600,87,345.41784,930,0.64,2,0,0.534490586,1,0
SCAN,889600,87,345.41784,930,0.64,2,0,0.534490586,2,1
SCAN,889600,87,345.41784,931,0.118,2,0,0.534490586,1,0
SCAN,889600,87,345.41784,931,0.118,2,0,0.534490586,2,1
SCAN,889600,87,345.41784,932,0.121,1,0,0.40089367,1,1
SCAN,889600,87,345.41784,932,0.121,1,0,0.40089367,2,0
SCAN,889600,87,345.41784,933,0.64,1,0,0.40089367,1,0
SCAN,889600,87,345.41784,933,0.64,1,0,0.40089367,2,1
SCAN,889600,87,345.41784,934,0.115,2,0,0.534490586,1,1
SCAN,889600,87,345.41784,934,0.115,2,0,0.534490586,2,1
SCAN,889600,87,345.41784,935,0.162,4,0,0.789103156,1,0
SCAN,889600,87,345.41784,935,0.162,4,0,0.789103156,2,1
SCAN,889600,87,345.41784,936,0.426,1,1,0.307615523,1,1
SCAN,889600,87,345.41784,936,0.426,1,1,0.307615523,2,1
SCAN,889600,87,345.41784,937,0.14,1,1,0.307615523,1,0
SCAN,889600,87,345.41784,937,0.14,1,1,0.307615523,2,1
SCAN,889600,88,208.10313,938,0.626,1,1,0.307615523,1,0
SCAN,889600,88,208.10313,938,0.626,1,1,0.307615523,2,1
SCAN,889600,88,208.10313,939,0.072,3,1,0.563907245,1,0
SCAN,889600,88,208.10313,939,0.072,3,1,0.563907245,2,1
SCAN,889600,88,208.10313,940,0.37,2,1,0.428371897,1,0
SCAN,889600,88,208.10313,940,0.37,2,1,0.428371897,2,1
SCAN,889600,88,208.10313,941,0.394,2,1,0.428371897,1,1
SCAN,889600,88,208.10313,941,0.394,2,1,0.428371897,2,0
SCAN,889600,88,208.10313,942,0.01,1,1,0.307615523,1,1
SCAN,889600,88,208.10313,942,0.01,1,1,0.307615523,2,0
SCAN,889600,88,208.10313,943,0.317,1,1,0.307615523,1,1
SCAN,889600,88,208.10313,943,0.317,1,1,0.307615523,2,0
SCAN,889600,88,208.10313,944,0.383,2,1,0.428371897,1,1
SCAN,889600,88,208.10313,944,0.383,2,1,0.428371897,2,1
SCAN,889600,88,208.10313,945,0.154,1,1,0.307615523,1,1
SCAN,889600,88,208.10313,945,0.154,1,1,0.307615523,2,0
SCAN,889600,88,208.10313,946,0.123,1,1,0.307615523,1,1
SCAN,889600,88,208.10313,946,0.123,1,1,0.307615523,2,0
SCAN,889600,88,208.10313,947,0.203,1,1,0.307615523,1,0
SCAN,889600,88,208.10313,947,0.203,1,1,0.307615523,2,1
SCAN,889600,88,208.10313,948,0.048,1,1,0.307615523,1,1
SCAN,889600,88,208.10313,948,0.048,1,1,0.307615523,2,0
SCAN,889600,88,208.10313,949,0.67,2,1,0.428371897,1,0
SCAN,889600,88,208.10313,949,0.67,2,1,0.428371897,2,1
SCAN,889600,88,208.10313,950,0.641,1,1,0.307615523,1,1
SCAN,889600,88,208.10313,950,0.641,1,1,0.307615523,2,0
SCAN,889600,88,208.10313,951,0.099,1,1,0.307615523,1,1
SCAN,889600,88,208.10313,951,0.099,1,1,0.307615523,2,1
SCAN,889600,88,208.10313,952,0.034,1,2,0.300857782,1,1
SCAN,889600,88,208.10313,952,0.034,1,2,0.300857782,2,0
SCAN,889600,88,208.10313,953,0.386,1,2,0.300857782,1,0
SCAN,889600,88,208.10313,953,0.386,1,2,0.300857782,2,1
SCAN,889600,88,208.10313,954,0.201,1,2,0.300857782,1,1
SCAN,889600,88,208.10313,954,0.201,1,2,0.300857782,2,0
SCAN,889600,88,208.10313,955,0.016,1,2,0.300857782,1,1
SCAN,889600,88,208.10313,955,0.016,1,2,0.300857782,2,1
SCAN,889600,88,208.10313,956,0.013,3,2,0.555345404,1,0
SCAN,889600,88,208.10313,956,0.013,3,2,0.555345404,2,1
SCAN,889600,89,16.6779,957,0.057,1,2,0.200056318,1,1
SCAN,889600,89,16.6779,957,0.057,1,2,0.200056318,2,0
SCAN,889600,89,16.6779,958,0.058,1,2,0.200056318,1,1
SCAN,889600,89,16.6779,958,0.058,1,2,0.200056318,2,0
SCAN,889600,89,16.6779,959,0.07,1,2,0.200056318,1,0
SCAN,889600,89,16.6779,959,0.07,1,2,0.200056318,2,1
SCAN,889600,89,16.6779,960,0.148,1,2,0.200056318,1,0
SCAN,889600,89,16.6779,960,0.148,1,2,0.200056318,2,1
SCAN,889600,89,16.6779,961,0.299,1,2,0.200056318,1,0
SCAN,889600,89,16.6779,961,0.299,1,2,0.200056318,2,1
SCAN,889600,89,16.6779,962,0.092,2,2,0.293200138,1,1
SCAN,889600,89,16.6779,962,0.092,2,2,0.293200138,2,0
SCAN,889600,89,16.6779,963,0.212,1,2,0.200056318,1,0
SCAN,889600,89,16.6779,963,0.212,1,2,0.200056318,2,1
SCAN,889600,89,16.6779,964,0.19,1,2,0.200056318,1,0
SCAN,889600,89,16.6779,964,0.19,1,2,0.200056318,2,1
SCAN,889600,89,16.6779,965,0.786,1,2,0.200056318,1,0
SCAN,889600,89,16.6779,965,0.786,1,2,0.200056318,2,1
SCAN,889600,89,16.6779,966,0.096,1,1,0.20508625,1,1
SCAN,889600,89,16.6779,966,0.096,1,1,0.20508625,2,0
SCAN,889600,89,16.6779,967,0.253,1,1,0.20508625,1,1
SCAN,889600,89,16.6779,967,0.253,1,1,0.20508625,2,0
SCAN,889600,89,16.6779,968,0.348,1,1,0.20508625,1,0
SCAN,889600,89,16.6779,968,0.348,1,1,0.20508625,2,1
SCAN,889600,89,16.6779,969,0.168,1,1,0.20508625,1,1
SCAN,889600,89,16.6779,969,0.168,1,1,0.20508625,2,0
SCAN,889600,89,16.6779,970,0.387,2,1,0.299846061,1,1
SCAN,889600,89,16.6779,970,0.387,2,1,0.299846061,2,0
SCAN,889600,89,16.6779,971,0.42,1,1,0.20508625,1,1
SCAN,889600,89,16.6779,971,0.42,1,1,0.20508625,2,0
SCAN,889600,89,16.6779,972,0.738,1,2,0.200056318,1,0
SCAN,889600,89,16.6779,972,0.738,1,2,0.200056318,2,1
SCAN,889600,89,16.6779,973,0,1,2,0.200056318,1,1
SCAN,889600,89,16.6779,973,0,1,2,0.200056318,2,1
SCAN,889600,89,16.6779,974,0.466,1,2,0.200056318,1,1
SCAN,889600,89,16.6779,974,0.466,1,2,0.200056318,2,0
SCAN,889600,89,16.6779,975,0.287,1,1,0.20508625,1,1
SCAN,889600,89,16.6779,975,0.287,1,1,0.20508625,2,0
SCAN,889600,90,233.4906,976,0.166,1,1,0.20508625,1,1
SCAN,889600,90,233.4906,976,0.166,1,1,0.20508625,2,0
SCAN,889600,90,233.4906,977,0.007,1,2,0.200056318,1,1
SCAN,889600,90,233.4906,977,0.007,1,2,0.200056318,2,0
SCAN,889600,90,233.4906,978,0.143,1,1,0.20508625,1,1
SCAN,889600,90,233.4906,978,0.143,1,1,0.20508625,2,0
SCAN,889600,90,233.4906,979,0.497,4,1,0.554052589,1,1
SCAN,889600,90,233.4906,979,0.497,4,1,0.554052589,2,0
SCAN,889600,90,233.4906,980,0.325,1,1,0.20508625,1,1
SCAN,889600,90,233.4906,980,0.325,1,1,0.20508625,2,0
SCAN,889600,90,233.4906,981,0.109,1,1,0.20508625,1,1
SCAN,889600,90,233.4906,981,0.109,1,1,0.20508625,2,0
SCAN,889600,90,233.4906,982,0.176,1,1,0.20508625,1,1
SCAN,889600,90,233.4906,982,0.176,1,1,0.20508625,2,0
SCAN,889600,90,233.4906,983,0.325,1,0,0.277425739,1,0
SCAN,889600,90,233.4906,983,0.325,1,0,0.277425739,2,1
SCAN,889600,90,233.4906,984,0.134,1,2,0.200056318,1,1
SCAN,889600,90,233.4906,984,0.134,1,2,0.200056318,2,0
SCAN,889600,90,233.4906,985,0.4,1,2,0.200056318,1,1
SCAN,889600,90,233.4906,985,0.4,1,2,0.200056318,2,0
SCAN,889600,90,233.4906,986,0.407,1,0,0.277425739,1,1
SCAN,889600,90,233.4906,986,0.407,1,0,0.277425739,2,1
SCAN,889600,90,233.4906,987,0.209,1,1,0.20508625,1,1
SCAN,889600,90,233.4906,987,0.209,1,1,0.20508625,2,0
SCAN,889600,90,233.4906,988,0.182,1,1,0.20508625,1,1
SCAN,889600,90,233.4906,988,0.182,1,1,0.20508625,2,0
SCAN,889600,90,233.4906,989,0.005,1,1,0.20508625,1,1
SCAN,889600,90,233.4906,989,0.005,1,1,0.20508625,2,0
SCAN,889600,90,233.4906,990,0.041,1,1,0.20508625,1,1
SCAN,889600,90,233.4906,990,0.041,1,1,0.20508625,2,0
SCAN,889600,90,233.4906,991,0,2,1,0.299846061,1,0
SCAN,889600,90,233.4906,991,0,2,1,0.299846061,2,1
SCAN,889600,90,233.4906,992,0,2,0,0.391868209,1,0
SCAN,889600,90,233.4906,992,0,2,0,0.391868209,2,1
SCAN,889600,90,233.4906,993,0.335,1,0,0.277425739,1,1
SCAN,889600,90,233.4906,993,0.335,1,0,0.277425739,2,0
SCAN,889600,90,233.4906,994,0.709,2,0,0.391868209,1,0
SCAN,889600,90,233.4906,994,0.709,2,0,0.391868209,2,1
SCAN,889600,91,102.84705,995,0.196,2,0,0.391868209,1,1
SCAN,889600,91,102.84705,995,0.196,2,0,0.391868209,2,0
SCAN,889600,91,102.84705,996,0.772,3,0,0.524649236,1,1
SCAN,889600,91,102.84705,996,0.772,3,0,0.524649236,2,1
SCAN,889600,91,102.84705,997,0.178,2,0,0.391868209,1,1
SCAN,889600,91,102.84705,997,0.178,2,0,0.391868209,2,0
SCAN,889600,91,102.84705,998,0.479,4,0,0.660682942,1,1
SCAN,889600,91,102.84705,998,0.479,4,0,0.660682942,2,1
SCAN,889600,91,102.84705,999,0.494,3,0,0.524649236,1,0
SCAN,889600,91,102.84705,999,0.494,3,0,0.524649236,2,1
SCAN,889600,91,102.84705,1000,0.534,1,0,0.277425739,1,1
SCAN,889600,91,102.84705,1000,0.534,1,0,0.277425739,2,0
SCAN,889600,91,102.84705,1001,0.077,3,0,0.524649236,1,1
SCAN,889600,91,102.84705,1001,0.077,3,0,0.524649236,2,0
SCAN,889600,91,102.84705,1002,0.219,1,0,0.277425739,1,1
SCAN,889600,91,102.84705,1002,0.219,1,0,0.277425739,2,0
SCAN,889600,91,102.84705,1003,0.022,2,0,0.391868209,1,1
SCAN,889600,91,102.84705,1003,0.022,2,0,0.391868209,2,0
SCAN,889600,91,102.84705,1004,0.57,6,0,0.873521833,1,0
SCAN,889600,91,102.84705,1004,0.57,6,0,0.873521833,2,1
SCAN,889600,91,102.84705,1005,0.296,2,0,0.391868209,1,1
SCAN,889600,91,102.84705,1005,0.296,2,0,0.391868209,2,1
SCAN,889600,91,102.84705,1006,0.305,1,0,0.277425739,1,1
SCAN,889600,91,102.84705,1006,0.305,1,0,0.277425739,2,0
SCAN,889600,91,102.84705,1007,0.397,1,0,0.277425739,1,1
SCAN,889600,91,102.84705,1007,0.397,1,0,0.277425739,2,1
SCAN,889600,91,102.84705,1008,0.424,1,0,0.277425739,1,0
SCAN,889600,91,102.84705,1008,0.424,1,0,0.277425739,2,1
SCAN,889600,91,102.84705,1009,0.548,1,0,0.277425739,1,0
SCAN,889600,91,102.84705,1009,0.548,1,0,0.277425739,2,1
SCAN,889600,91,102.84705,1010,0.368,4,0,0.660682942,1,0
SCAN,889600,91,102.84705,1010,0.368,4,0,0.660682942,2,1
SCAN,889600,91,102.84705,1011,0.479,4,0,0.660682942,1,0
SCAN,889600,91,102.84705,1011,0.479,4,0,0.660682942,2,1
SCAN,889600,91,102.84705,1012,0.579,3,0,0.524649236,1,1
SCAN,889600,91,102.84705,1012,0.579,3,0,0.524649236,2,0
SCAN,889600,91,102.84705,1013,0.045,3,0,0.524649236,1,0
SCAN,889600,91,102.84705,1013,0.045,3,0,0.524649236,2,1
SCAN,889600,92,105.99732,1014,0.272,5,0,0.781464282,1,1
SCAN,889600,92,105.99732,1014,0.272,5,0,0.781464282,2,1
SCAN,889600,92,105.99732,1015,0.383,1,0,0.277425739,1,1
SCAN,889600,92,105.99732,1015,0.383,1,0,0.277425739,2,0
SCAN,889600,92,105.99732,1016,0.113,1,0,0.277425739,1,0
SCAN,889600,92,105.99732,1016,0.113,1,0,0.277425739,2,1
SCAN,889600,92,105.99732,1017,0.225,5,0,0.781464282,1,1
SCAN,889600,92,105.99732,1017,0.225,5,0,0.781464282,2,1
SCAN,889600,92,105.99732,1018,0.453,1,1,0.20508625,1,1
SCAN,889600,92,105.99732,1018,0.453,1,1,0.20508625,2,0
SCAN,889600,92,105.99732,1019,0.745,1,1,0.20508625,1,0
SCAN,889600,92,105.99732,1019,0.745,1,1,0.20508625,2,1
SCAN,889600,92,105.99732,1020,0.276,1,1,0.20508625,1,1
SCAN,889600,92,105.99732,1020,0.276,1,1,0.20508625,2,0
SCAN,889600,92,105.99732,1021,0.176,1,1,0.20508625,1,1
SCAN,889600,92,105.99732,1021,0.176,1,1,0.20508625,2,0
SCAN,889600,92,105.99732,1022,0.51,1,1,0.20508625,1,0
SCAN,889600,92,105.99732,1022,0.51,1,1,0.20508625,2,1
SCAN,889600,92,105.99732,1023,0.497,1,1,0.20508625,1,1
SCAN,889600,92,105.99732,1023,0.497,1,1,0.20508625,2,0
SCAN,889600,92,105.99732,1024,0.497,3,1,0.419081327,1,1
SCAN,889600,92,105.99732,1024,0.497,3,1,0.419081327,2,0
SCAN,889600,92,105.99732,1025,0.141,1,1,0.20508625,1,1
SCAN,889600,92,105.99732,1025,0.141,1,1,0.20508625,2,0
SCAN,889600,92,105.99732,1026,0.764,1,1,0.20508625,1,0
SCAN,889600,92,105.99732,1026,0.764,1,1,0.20508625,2,1
SCAN,889600,92,105.99732,1027,0.277,1,1,0.20508625,1,1
SCAN,889600,92,105.99732,1027,0.277,1,1,0.20508625,2,0
SCAN,889600,92,105.99732,1028,0.158,1,1,0.20508625,1,0
SCAN,889600,92,105.99732,1028,0.158,1,1,0.20508625,2,1
SCAN,889600,92,105.99732,1029,0.311,1,1,0.20508625,1,1
SCAN,889600,92,105.99732,1029,0.311,1,1,0.20508625,2,0
SCAN,889600,92,105.99732,1030,0.242,1,1,0.20508625,1,1
SCAN,889600,92,105.99732,1030,0.242,1,1,0.20508625,2,0
SCAN,889600,92,105.99732,1031,0.289,1,1,0.20508625,1,1
SCAN,889600,92,105.99732,1031,0.289,1,1,0.20508625,2,0
SCAN,889600,92,105.99732,1032,0.418,1,2,0.200056318,1,1
