region,area,transect,length,groupid,distance,size,sex,exposure,observer,detected
SCAN,889600,69,55.593,634,0.184,1,1,0.156628576,2,0
SCAN,889600,69,55.593,635,0.182,1,1,0.156628576,1,1
SCAN,889600,69,55.593,635,0.182,1,1,0.156628576,2,0
SCAN,889600,70,72.64152,636,0.058,1,1,0.156628576,1,1
SCAN,889600,70,72.64152,636,0.058,1,1,0.156628576,2,0
SCAN,889600,70,72.64152,637,0.193,1,1,0.156628576,1,1
SCAN,889600,70,72.64152,637,0.193,1,1,0.156628576,2,0
SCAN,889600,70,72.64152,638,0.037,2,1,0.234425805,1,1
SCAN,889600,70,72.64152,638,0.037,2,1,0.234425805,2,0
SCAN,889600,70,72.64152,639,0.104,2,1,0.234425805,1,1
SCAN,889600,70,72.64152,639,0.104,2,1,0.234425805,2,0
SCAN,889600,70,72.64152,640,0.077,1,0,0.21567939,1,1
SCAN,889600,70,72.64152,640,0.077,1,0,0.21567939,2,0
SCAN,889600,70,72.64152,641,0.63,1,0,0.21567939,1,0
SCAN,889600,70,72.64152,641,0.63,1,0,0.21567939,2,1
SCAN,889600,70,72.64152,642,0.15,1,0,0.21567939,1,1
SCAN,889600,70,72.64152,642,0.15,1,0,0.21567939,2,0
SCAN,889600,70,72.64152,643,0.351,2,0,0.313735105,1,0
SCAN,889600,70,72.64152,643,0.351,2,0,0.313735105,2,1
SCAN,889600,70,72.64152,644,0.719,2,1,0.234425805,1,0
SCAN,889600,70,72.64152,644,0.719,2,1,0.234425805,2,1
SCAN,889600,70,72.64152,645,0.138,1,1,0.156628576,1,1
SCAN,889600,70,72.64152,645,0.138,1,1,0.156628576,2,0
SCAN,889600,70,72.64152,646,0.113,2,2,0.22884626,1,1
SCAN,889600,70,72.64152,646,0.113,2,2,0.22884626,2,0
SCAN,889600,71,80.42454,647,0.128,1,2,0.152601248,1,1
SCAN,889600,71,80.42454,647,0.128,1,2,0.152601248,2,1
SCAN,889600,71,80.42454,648,0.033,2,1,0.234425805,1,1
SCAN,889600,71,80.42454,648,0.033,2,1,0.234425805,2,0
SCAN,889600,71,80.42454,649,0,2,0,0.313735105,1,1
SCAN,889600,71,80.42454,649,0,2,0,0.313735105,2,0
SCAN,889600,71,80.42454,650,0.072,2,0,0.313735105,1,1
SCAN,889600,71,80.42454,650,0.072,2,0,0.313735105,2,1
SCAN,889600,71,80.42454,651,0.054,1,0,0.21567939,1,1
SCAN,889600,71,80.42454,651,0.054,1,0,0.21567939,2,0
SCAN,889600,71,80.42454,652,0.114,1,0,0.21567939,1,1
SCAN,889600,71,80.42454,652,0.114,1,0,0.21567939,2,0
SCAN,889600,71,80.42454,653,0.129,1,0,0.21567939,1,1
SCAN,889600,71,80.42454,653,0.129,1,0,0.21567939,2,0
SCAN,889600,71,80.42454,654,0.08,1,0,0.21567939,1,1
SCAN,889600,71,80.42454,654,0.08,1,0,0.21567939,2,0
SCAN,889600,71,80.42454,655,0.374,2,0,0.313735105,1,0
SCAN,889600,71,80.42454,655,0.374,2,0,0.313735105,2,1
SCAN,889600,71,80.42454,656,0.214,2,1,0.234425805,1,0
SCAN,889600,71,80.42454,656,0.214,2,1,0.234425805,2,1
SCAN,889600,71,80.42454,657,0.213,1,1,0.156628576,1,1
SCAN,889600,71,80.42454,657,0.213,1,1,0.156628576,2,0
SCAN,889600,72,42.99192,658,0.629,2,1,0.234425805,1,0
SCAN,889600,72,42.99192,658,0.629,2,1,0.234425805,2,1
SCAN,889600,72,42.99192,659,0.068,1,1,0.156628576,1,0
SCAN,889600,72,42.99192,659,0.068,1,1,0.156628576,2,1
SCAN,889600,72,42.99192,660,0.377,2,1,0.234425805,1,1
SCAN,889600,72,42.99192,660,0.377,2,1,0.234425805,2,0
SCAN,889600,72,42.99192,661,0.026,2,0,0.313735105,1,0
SCAN,889600,72,42.99192,661,0.026,2,0,0.313735105,2,1
SCAN,889600,72,42.99192,662,0.095,1,0,0.21567939,1,1
SCAN,889600,72,42.99192,662,0.095,1,0,0.21567939,2,0
SCAN,889600,72,42.99192,663,0.12,1,0,0.21567939,1,1
SCAN,889600,72,42.99192,663,0.12,1,0,0.21567939,2,0
SCAN,889600,72,42.99192,664,0.046,2,0,0.313735105,1,1
SCAN,889600,72,42.99192,664,0.046,2,0,0.313735105,2,0
SCAN,889600,72,42.99192,665,0,1,0,0.21567939,1,0
SCAN,889600,72,42.99192,665,0,1,0,0.21567939,2,1
SCAN,889600,72,42.99192,666,0.166,4,1,0.463981905,1,0
SCAN,889600,72,42.99192,666,0.166,4,1,0.463981905,2,1
SCAN,889600,72,42.99192,667,0.133,4,1,0.463981905,1,1
SCAN,889600,72,42.99192,667,0.133,4,1,0.463981905,2,0
SCAN,889600,72,42.99192,668,0.156,2,1,0.234425805,1,1
SCAN,889600,72,42.99192,668,0.156,2,1,0.234425805,2,0
SCAN,889600,73,61.52292,669,0.038,1,1,0.156628576,1,1
SCAN,889600,73,61.52292,669,0.038,1,1,0.156628576,2,0
SCAN,889600,73,61.52292,670,0,1,1,0.156628576,1,1
SCAN,889600,73,61.52292,670,0,1,1,0.156628576,2,1
SCAN,889600,73,61.52292,671,0.156,1,0,0.21567939,1,0
SCAN,889600,73,61.52292,671,0.156,1,0,0.21567939,2,1
SCAN,889600,73,61.52292,672,0.662,1,0,0.21567939,1,0
SCAN,889600,73,61.52292,672,0.662,1,0,0.21567939,2,1
SCAN,889600,73,61.52292,673,0.204,3,0,0.435639472,1,1
SCAN,889600,73,61.52292,673,0.204,3,0,0.435639472,2,0
SCAN,889600,73,61.52292,674,0.692,2,0,0.313735105,1,0
SCAN,889600,73,61.52292,674,0.692,2,0,0.313735105,2,1
SCAN,889600,73,61.52292,675,0.214,2,0,0.313735105,1,0
SCAN,889600,73,61.52292,675,0.214,2,0,0.313735105,2,1
SCAN,889600,73,61.52292,676,0.034,2,0,0.313735105,1,1
SCAN,889600,73,61.52292,676,0.034,2,0,0.313735105,2,0
SCAN,889600,73,61.52292,677,0.036,1,0,0.21567939,1,1
SCAN,889600,73,61.52292,677,0.036,1,0,0.21567939,2,1
SCAN,889600,73,61.52292,678,0.071,1,0,0.21567939,1,1
SCAN,889600,73,61.52292,678,0.071,1,0,0.21567939,2,0
SCAN,889600,73,61.52292,679,0.027,1,0,0.21567939,1,0
SCAN,889600,73,61.52292,679,0.027,1,0,0.21567939,2,1
SCAN,889600,74,55.22238,680,0.068,1,0,0.21567939,1,1
SCAN,889600,74,55.22238,680,0.068,1,0,0.21567939,2,0
SCAN,889600,74,55.22238,681,0.076,1,0,0.21567939,1,1
SCAN,889600,74,55.22238,681,0.076,1,0,0.21567939,2,0
SCAN,889600,74,55.22238,682,0.237,1,0,0.21567939,1,0
SCAN,889600,74,55.22238,682,0.237,1,0,0.21567939,2,1
SCAN,889600,74,55.22238,683,0.333,1,0,0.21567939,1,0
SCAN,889600,74,55.22238,683,0.333,1,0,0.21567939,2,1
SCAN,889600,74,55.22238,684,0.047,3,0,0.435639472,1,1
SCAN,889600,74,55.22238,684,0.047,3,0,0.435639472,2,0
SCAN,889600,74,55.22238,685,0,2,1,0.234425805,1,0
SCAN,889600,74,55.22238,685,0,2,1,0.234425805,2,1
SCAN,889600,74,55.22238,686,0.043,1,1,0.156628576,1,1
SCAN,889600,74,55.22238,686,0.043,1,1,0.156628576,2,0
SCAN,889600,74,55.22238,687,0.353,1,0,0.21567939,1,0
SCAN,889600,74,55.22238,687,0.353,1,0,0.21567939,2,1
SCAN,889600,74,55.22238,688,0.488,1,1,0.156628576,1,1
SCAN,889600,74,55.22238,688,0.488,1,1,0.156628576,2,0
SCAN,889600,74,55.22238,689,0.022,1,1,0.156628576,1,1
SCAN,889600,74,55.22238,689,0.022,1,1,0.156628576,2,0
SCAN,889600,74,55.22238,690,0.317,2,1,0.234425805,1,1
SCAN,889600,74,55.22238,690,0.317,2,1,0.234425805,2,0
SCAN,889600,75,43.17723,691,0.379,1,1,0.156628576,1,0
SCAN,889600,75,43.17723,691,0.379,1,1,0.156628576,2,1
SCAN,889600,75,43.17723,692,0.143,1,1,0.156628576,1,0
SCAN,889600,75,43.17723,692,0.143,1,1,0.156628576,2,1
SCAN,889600,75,43.17723,693,0.018,1,1,0.156628576,1,0
SCAN,889600,75,43.17723,693,0.018,1,1,0.156628576,2,1
SCAN,889600,75,43.17723,694,0.027,1,1,0.156628576,1,0
SCAN,889600,75,43.17723,694,0.027,1,1,0.156628576,2,1
SCAN,889600,75,43.17723,695,0.167,1,1,0.156628576,1,1
SCAN,889600,75,43.17723,695,0.167,1,1,0.156628576,2,1
SCAN,889600,75,43.17723,696,0.032,1,1,0.156628576,1,1
SCAN,889600,75,43.17723,696,0.032,1,1,0.156628576,2,0
SCAN,889600,75,43.17723,697,0.034,1,1,0.156628576,1,0
SCAN,889600,75,43.17723,697,0.034,1,1,0.156628576,2,1
SCAN,889600,75,43.17723,698,0.028,1,1,0.156628576,1,0
SCAN,889600,75,43.17723,698,0.028,1,1,0.156628576,2,1
SCAN,889600,75,43.17723,699,0.22,1,2,0.152601248,1,0
SCAN,889600,75,43.17723,699,0.22,1,2,0.152601248,2,1
SCAN,889600,75,43.17723,700,0.032,1,1,0.156628576,1,1
SCAN,889600,75,43.17723,700,0.032,1,1,0.156628576,2,0
SCAN,889600,75,43.17723,701,0.137,1,1,0.156628576,1,1
SCAN,889600,75,43.17723,701,0.137,1,1,0.156628576,2,0
SCAN,889600,75,43.17723,702,0.09,1,1,0.156628576,1,1
SCAN,889600,75,43.17723,702,0.09,1,1,0.156628576,2,0
SCAN,889600,75,43.17723,703,0.175,2,1,0.234425805,1,1
SCAN,889600,75,43.17723,703,0.175,2,1,0.234425805,2,0
SCAN,889600,75,43.17723,704,0.032,1,1,0.156628576,1,1
SCAN,889600,75,43.17723,704,0.032,1,1,0.156628576,2,0
SCAN,889600,75,43.17723,705,0.106,1,2,0.152601248,1,1
SCAN,889600,75,43.17723,705,0.106,1,2,0.152601248,2,0
SCAN,889600,75,43.17723,706,0.102,1,2,0.152601248,1,1
SCAN,889600,75,43.17723,706,0.102,1,2,0.152601248,2,0
SCAN,889600,75,43.17723,707,0.091,5,2,0.592331538,1,1
SCAN,889600,75,43.17723,707,0.091,5,2,0.592331538,2,1
SCAN,889600,75,43.17723,708,0.1,3,0,0.435639472,1,1
SCAN,889600,75,43.17723,708,0.1,3,0,0.435639472,2,0
SCAN,889600,75,43.17723,709,0.333,1,0,0.21567939,1,0
SCAN,889600,75,43.17723,709,0.333,1,0,0.21567939,2,1
SCAN,889600,76,71.52966,710,0.266,1,0,0.21567939,1,1
SCAN,889600,76,71.52966,710,0.266,1,0,0.21567939,2,0
SCAN,889600,76,71.52966,711,0.23,1,0,0.21567939,1,1
SCAN,889600,76,71.52966,711,0.23,1,0,0.21567939,2,0
SCAN,889600,76,71.52966,712,0.286,2,0,0.313735105,1,0
SCAN,889600,76,71.52966,712,0.286,2,0,0.313735105,2,1
SCAN,889600,76,71.52966,713,0.18,1,0,0.21567939,1,1
SCAN,889600,76,71.52966,713,0.18,1,0,0.21567939,2,0
SCAN,889600,76,71.52966,714,0.011,2,0,0.313735105,1,1
SCAN,889600,76,71.52966,714,0.011,2,0,0.313735105,2,0
SCAN,889600,76,71.52966,715,0.125,2,0,0.313735105,1,0
SCAN,889600,76,71.52966,715,0.125,2,0,0.313735105,2,1
SCAN,889600,76,71.52966,716,0.309,3,0,0.435639472,1,0
SCAN,889600,76,71.52966,716,0.309,3,0,0.435639472,2,1
SCAN,889600,76,71.52966,717,0.191,1,0,0.21567939,1,1
SCAN,889600,76,71.52966,717,0.191,1,0,0.21567939,2,0
SCAN,889600,76,71.52966,718,0.174,2,1,0.234425805,1,1
SCAN,889600,76,71.52966,718,0.174,2,1,0.234425805,2,0
SCAN,889600,76,71.52966,719,0.094,1,2,0.152601248,1,1
SCAN,889600,76,71.52966,719,0.094,1,2,0.152601248,2,0
SCAN,889600,76,71.52966,720,0.047,1,2,0.152601248,1,1
SCAN,889600,76,71.52966,720,0.047,1,2,0.152601248,2,0
SCAN,889600,76,71.52966,721,0.423,1,2,0.152601248,1,0
SCAN,889600,76,71.52966,721,0.423,1,2,0.152601248,2,1
SCAN,889600,76,71.52966,722,0.098,1,2,0.152601248,1,1
SCAN,889600,76,71.52966,722,0.098,1,2,0.152601248,2,0
SCAN,889600,76,71.52966,723,0.061,1,2,0.152601248,1,1
SCAN,889600,76,71.52966,723,0.061,1,2,0.152601248,2,0
SCAN,889600,76,71.52966,724,0.185,1,1,0.156628576,1,1
SCAN,889600,76,71.52966,724,0.185,1,1,0.156628576,2,0
SCAN,889600,76,71.52966,725,0.2,1,1,0.156628576,1,1
SCAN,889600,76,71.52966,725,0.2,1,1,0.156628576,2,0
SCAN,889600,76,71.52966,726,0.222,2,1,0.234425805,1,1
SCAN,889600,76,71.52966,726,0.222,2,1,0.234425805,2,0
SCAN,889600,76,71.52966,727,0.367,2,1,0.234425805,1,1
SCAN,889600,76,71.52966,727,0.367,2,1,0.234425805,2,0
SCAN,889600,76,71.52966,728,0.204,1,1,0.156628576,1,0
SCAN,889600,76,71.52966,728,0.204,1,1,0.156628576,2,1
SCAN,889600,77,62.26416,729,0.495,1,1,0.156628576,1,1
SCAN,889600,77,62.26416,729,0.495,1,1,0.156628576,2,0
SCAN,889600,77,62.26416,730,0.326,1,1,0.156628576,1,1
SCAN,889600,77,62.26416,730,0.326,1,1,0.156628576,2,0
SCAN,889600,77,62.26416,731,0.294,2,1,0.234425805,1,0
SCAN,889600,77,62.26416,731,0.294,2,1,0.234425805,2,1
SCAN,889600,77,62.26416,732,0.072,1,1,0.156628576,1,1
SCAN,889600,77,62.26416,732,0.072,1,1,0.156628576,2,0
SCAN,889600,77,62.26416,733,0.775,1,1,0.156628576,1,0
SCAN,889600,77,62.26416,733,0.775,1,1,0.156628576,2,1
SCAN,889600,77,62.26416,734,0.03,1,1,0.156628576,1,1
SCAN,889600,77,62.26416,734,0.03,1,1,0.156628576,2,0
SCAN,889600,77,62.26416,735,0.212,1,1,0.156628576,1,0
SCAN,889600,77,62.26416,735,0.212,1,1,0.156628576,2,1
SCAN,889600,77,62.26416,736,0.418,1,1,0.156628576,1,0
SCAN,889600,77,62.26416,736,0.418,1,1,0.156628576,2,1
SCAN,889600,77,62.26416,737,0.085,2,1,0.234425805,1,1
SCAN,889600,77,62.26416,737,0.085,2,1,0.234425805,2,0
SCAN,889600,77,62.26416,738,0.584,2,1,0.234425805,1,0
SCAN,889600,77,62.26416,738,0.584,2,1,0.234425805,2,1
SCAN,889600,77,62.26416,739,0.189,2,1,0.234425805,1,0
SCAN,889600,77,62.26416,739,0.189,2,1,0.234425805,2,1
SCAN,889600,77,62.26416,740,0.101,1,0,0.21567939,1,1
SCAN,889600,77,62.26416,740,0.101,1,0,0.21567939,2,0
SCAN,889600,77,62.26416,741,0.281,1,0,0.21567939,1,1
SCAN,889600,77,62.26416,741,0.281,1,0,0.21567939,2,0
SCAN,889600,77,62.26416,742,0.32,1,0,0.21567939,1,1
SCAN,889600,77,62.26416,742,0.32,1,0,0.21567939,2,0
SCAN,889600,77,62.26416,743,0.465,4,0,0.571551571,1,0
SCAN,889600,77,62.26416,743,0.465,4,0,0.571551571,2,1
SCAN,889600,77,62.26416,744,0.106,3,0,0.435639472,1,1
SCAN,889600,77,62.26416,744,0.106,3,0,0.435639472,2,0
SCAN,889600,77,62.26416,745,0.19,3,0,0.435639472,1,1
SCAN,889600,77,62.26416,745,0.19,3,0,0.435639472,2,1
SCAN,889600,77,62.26416,746,0.039,1,0,0.21567939,1,1
SCAN,889600,77,62.26416,746,0.039,1,0,0.21567939,2,0
SCAN,889600,77,62.26416,747,0.043,1,0,0.21567939,1,1
SCAN,889600,77,62.26416,747,0.043,1,0,0.21567939,2,0
SCAN,889600,78,44.65971,748,0.126,2,0,0.313735105,1,0
SCAN,889600,78,44.65971,748,0.126,2,0,0.313735105,2,1
SCAN,889600,78,44.65971,749,0.303,1,0,0.21567939,1,0
SCAN,889600,78,44.65971,749,0.303,1,0,0.21567939,2,1
SCAN,889600,78,44.65971,750,0.235,1,0,0.21567939,1,1
SCAN,889600,78,44.65971,750,0.235,1,0,0.21567939,2,0
SCAN,889600,78,44.65971,751,0.569,1,0,0.21567939,1,0
SCAN,889600,78,44.65971,751,0.569,1,0,0.21567939,2,1
SCAN,889600,78,44.65971,752,0.093,1,0,0.21567939,1,1
SCAN,889600,78,44.65971,752,0.093,1,0,0.21567939,2,0
SCAN,889600,78,44.65971,753,0.036,2,0,0.313735105,1,1
SCAN,889600,78,44.65971,753,0.036,2,0,0.313735105,2,0
SCAN,889600,78,44.65971,754,0.373,2,0,0.313735105,1,1
SCAN,889600,78,44.65971,754,0.373,2,0,0.313735105,2,0
SCAN,889600,78,44.65971,755,0,1,0,0.21567939,1,0
SCAN,889600,78,44.65971,755,0,1,0,0.21567939,2,1
SCAN,889600,78,44.65971,756,0.184,1,0,0.21567939,1,1
SCAN,889600,78,44.65971,756,0.184,1,0,0.21567939,2,0
SCAN,889600,78,44.65971,757,0.719,1,0,0.21567939,1,0
SCAN,889600,78,44.65971,757,0.719,1,0,0.21567939,2,1
SCAN,889600,78,44.65971,758,0.133,1,0,0.21567939,1,1
SCAN,889600,78,44.65971,758,0.133,1,0,0.21567939,2,0
SCAN,889600,78,44.65971,759,0.207,1,0,0.21567939,1,1
SCAN,889600,78,44.65971,759,0.207,1,0,0.21567939,2,0
SCAN,889600,78,44.65971,760,0.17,1,1,0.156628576,1,1
SCAN,889600,78,44.65971,760,0.17,1,1,0.156628576,2,0
SCAN,889600,78,44.65971,761,0.182,1,1,0.156628576,1,1
SCAN,889600,78,44.65971,761,0.182,1,1,0.156628576,2,0
SCAN,889600,78,44.65971,762,0.043,2,2,0.22884626,1,1
SCAN,889600,78,44.65971,762,0.043,2,2,0.22884626,2,1
SCAN,889600,78,44.65971,763,0.031,1,2,0.152601248,1,0
SCAN,889600,78,44.65971,763,0.031,1,2,0.152601248,2,1
SCAN,889600,78,44.65971,764,0.621,1,2,0.152601248,1,0
SCAN,889600,78,44.65971,764,0.621,1,2,0.152601248,2,1
SCAN,889600,78,44.65971,765,0.129,1,2,0.152601248,1,1
SCAN,889600,78,44.65971,765,0.129,1,2,0.152601248,2,0
SCAN,889600,78,44.65971,766,0.354,2,2,0.22884626,1,1
SCAN,889600,78,44.65971,766,0.354,2,2,0.22884626,2,1
SCAN,889600,79,64.67319,767,0.375,1,2,0.152601248,1,0
SCAN,889600,79,64.67319,767,0.375,1,2,0.152601248,2,1
SCAN,889600,79,64.67319,768,0.725,1,2,0.152601248,1,0
SCAN,889600,79,64.67319,768,0.725,1,2,0.152601248,2,1
SCAN,889600,79,64.67319,769,0.058,1,1,0.156628576,1,1
SCAN,889600,79,64.67319,769,0.058,1,1,0.156628576,2,0
SCAN,889600,79,64.67319,770,0.317,1,1,0.156628576,1,0
SCAN,889600,79,64.67319,770,0.317,1,1,0.156628576,2,1
SCAN,889600,79,64.67319,771,0.549,4,0,0.571551571,1,0
SCAN,889600,79,64.67319,771,0.549,4,0,0.571551571,2,1
SCAN,889600,79,64.67319,772,0.133,2,0,0.313735105,1,1
SCAN,889600,79,64.67319,772,0.133,2,0,0.313735105,2,1
SCAN,889600,79,64.67319,773,0.113,2,0,0.313735105,1,1
SCAN,889600,79,64.67319,773,0.113,2,0,0.313735105,2,0
SCAN,889600,79,64.67319,774,0.334,2,0,0.313735105,1,1
SCAN,889600,79,64.67319,774,0.334,2,0,0.313735105,2,1
SCAN,889600,79,64.67319,775,0.279,2,0,0.313735105,1,1
SCAN,889600,79,64.67319,775,0.279,2,0,0.313735105,2,0
SCAN,889600,79,64.67319,776,0.774,3,0,0.435639472,1,0
SCAN,889600,79,64.67319,776,0.774,3,0,0.435639472,2,1
SCAN,889600,79,64.67319,777,0.054,1,0,0.21567939,1,1
SCAN,889600,79,64.67319,777,0.054,1,0,0.21567939,2,0
SCAN,889600,79,64.67319,778,0.121,2,2,0.22884626,1,1
SCAN,889600,79,64.67319,778,0.121,2,2,0.22884626,2,0
SCAN,889600,79,64.67319,779,0.192,1,2,0.152601248,1,0
SCAN,889600,79,64.67319,779,0.192,1,2,0.152601248,2,1
SCAN,889600,79,64.67319,780,0.425,3,1,0.563907245,1,1
SCAN,889600,79,64.67319,780,0.425,3,1,0.563907245,2,0
SCAN,889600,79,64.67319,781,0.098,2,1,0.428371897,1,1
SCAN,889600,79,64.67319,781,0.098,2,1,0.428371897,2,1
SCAN,889600,79,64.67319,782,0.363,1,1,0.307615523,1,0
SCAN,889600,79,64.67319,782,0.363,1,1,0.307615523,2,1
SCAN,889600,79,64.67319,783,0.173,1,1,0.307615523,1,0
SCAN,889600,79,64.67319,783,0.173,1,1,0.307615523,2,1
SCAN,889600,79,64.67319,784,0,3,2,0.555345404,1,0
SCAN,889600,79,64.67319,784,0,3,2,0.555345404,2,1
SCAN,889600,79,64.67319,785,0.452,1,2,0.300857782,1,0
SCAN,889600,79,64.67319,785,0.452,1,2,0.300857782,2,1
SCAN,889600,80,66.52629,786,0.471,1,2,0.300857782,1,0
SCAN,889600,80,66.52629,786,0.471,1,2,0.300857782,2,1
SCAN,889600,80,66.52629,787,0.217,1,2,0.300857782,1,0
SCAN,889600,80,66.52629,787,0.217,1,2,0.300857782,2,1
SCAN,889600,80,66.52629,788,0.323,4,2,0.689540138,1,0
SCAN,889600,80,66.52629,788,0.323,4,2,0.689540138,2,1
SCAN,889600,80,66.52629,789,0.337,1,2,0.300857782,1,0
SCAN,889600,80,66.52629,789,0.337,1,2,0.300857782,2,1
SCAN,889600,80,66.52629,790,0.231,1,2,0.300857782,1,0
SCAN,889600,80,66.52629,790,0.231,1,2,0.300857782,2,1
SCAN,889600,80,66.52629,791,0.008,1,2,0.300857782,1,0
SCAN,889600,80,66.52629,791,0.008,1,2,0.300857782,2,1
SCAN,889600,80,66.52629,792,0.121,1,1,0.307615523,1,0
SCAN,889600,80,66.52629,792,0.121,1,1,0.307615523,2,1
SCAN,889600,80,66.52629,793,0.052,1,1,0.307615523,1,0
SCAN,889600,80,66.52629,793,0.052,1,1,0.307615523,2,1
SCAN,889600,80,66.52629,794,0.246,1,1,0.307615523,1,0
SCAN,889600,80,66.52629,794,0.246,1,1,0.307615523,2,1
SCAN,889600,80,66.52629,795,0.478,1,1,0.307615523,1,0
SCAN,889600,80,66.52629,795,0.478,1,1,0.307615523,2,1
SCAN,889600,80,66.52629,796,0.26,1,1,0.307615523,1,0
SCAN,889600,80,66.52629,796,0.26,1,1,0.307615523,2,1
SCAN,889600,80,66.52629,797,0.571,2,1,0.428371897,1,1
SCAN,889600,80,66.52629,797,0.571,2,1,0.428371897,2,0
SCAN,889600,80,66.52629,798,0.505,1,1,0.307615523,1,1
SCAN,889600,80,66.52629,798,0.505,1,1,0.307615523,2,0
SCAN,889600,80,66.52629,799,0.669,1,1,0.307615523,1,0
SCAN,889600,80,66.52629,799,0.669,1,1,0.307615523,2,1
SCAN,889600,80,66.52629,800,0.353,2,0,0.534490586,1,1
SCAN,889600,80,66.52629,800,0.353,2,0,0.534490586,2,1
SCAN,889600,80,66.52629,801,0.339,1,0,0.40089367,1,1
SCAN,889600,80,66.52629,801,0.339,1,0,0.40089367,2,0
SCAN,889600,80,66.52629,802,0.031,2,0,0.534490586,1,0
SCAN,889600,80,66.52629,802,0.031,2,0,0.534490586,2,1
SCAN,889600,80,66.52629,803,0.374,2,0,0.534490586,1,1
SCAN,889600,80,66.52629,803,0.374,2,0,0.534490586,2,0
SCAN,889600,80,66.52629,804,0.171,1,0,0.40089367,1,1
SCAN,889600,80,66.52629,804,0.171,1,0,0.40089367,2,0
SCAN,889600,81,30.39084,805,0.346,2,0,0.534490586,1,1
SCAN,889600,81,30.39084,805,0.346,2,0,0.534490586,2,0
SCAN,889600,81,30.39084,806,0.383,1,0,0.40089367,1,1
SCAN,889600,81,30.39084,806,0.383,1,0,0.40089367,2,0
SCAN,889600,81,30.39084,807,0.019,1,0,0.40089367,1,1
SCAN,889600,81,30.39084,807,0.019,1,0,0.40089367,2,0
SCAN,889600,81,30.39084,808,0.191,1,0,0.40089367,1,1
SCAN,889600,81,30.39084,808,0.191,1,0,0.40089367,2,0
SCAN,889600,81,30.39084,809,0.046,2,0,0.534490586,1,0
SCAN,889600,81,30.39084,809,0.046,2,0,0.534490586,2,1
SCAN,889600,81,30.39084,810,0.296,1,0,0.40089367,1,0
SCAN,889600,81,30.39084,810,0.296,1,0,0.40089367,2,1
SCAN,889600,81,30.39084,811,0.235,2,0,0.534490586,1,1
SCAN,889600,81,30.39084,811,0.235,2,0,0.534490586,2,1
SCAN,889600,81,30.39084,812,0.362,1,0,0.40089367,1,0
SCAN,889600,81,30.39084,812,0.362,1,0,0.40089367,2,1
SCAN,889600,81,30.39084,813,0.368,1,0,0.40089367,1,1
SCAN,889600,81,30.39084,813,0.368,1,0,0.40089367,2,0
SCAN,889600,81,30.39084,814,0.325,1,0,0.40089367,1,1
SCAN,889600,81,30.39084,814,0.325,1,0,0.40089367,2,0
SCAN,889600,81,30.39084,815,0.496,1,0,0.40089367,1,0
SCAN,889600,81,30.39084,815,0.496,1,0,0.40089367,2,1
SCAN,889600,81,30.39084,816,0.101,1,0,0.40089367,1,0
SCAN,889600,81,30.39084,816,0.101,1,0,0.40089367,2,1
SCAN,889600,81,30.39084,817,0.394,6,0,0.937086907,1,1
SCAN,889600,81,30.39084,817,0.394,6,0,0.937086907,2,1
SCAN,889600,81,30.39084,818,0.457,2,0,0.534490586,1,1
SCAN,889600,81,30.39084,818,0.457,2,0,0.534490586,2,1
SCAN,889600,81,30.39084,819,0.377,2,0,0.534490586,1,0
SCAN,889600,81,30.39084,819,0.377,2,0,0.534490586,2,1
SCAN,889600,81,30.39084,820,0.224,1,0,0.40089367,1,1
SCAN,889600,81,30.39084,820,0.224,1,0,0.40089367,2,0
SCAN,889600,81,30.39084,821,0.322,2,0,0.534490586,1,1
SCAN,889600,81,30.39084,821,0.322,2,0,0.534490586,2,0
SCAN,889600,81,30.39084,822,0.315,1,0,0.40089367,1,1
SCAN,889600,81,30.39084,822,0.315,1,0,0.40089367,2,0
SCAN,889600,81,30.39084,823,0.755,2,0,0.534490586,1,0
SCAN,889600,81,30.39084,823,0.755,2,0,0.534490586,2,1
SCAN,889600,82,87.46632,824,0.025,1,0,0.40089367,1,1
SCAN,889600,82,87.46632,824,0.025,1,0,0.40089367,2,0
SCAN,889600,82,87.46632,825,0.307,1,0,0.40089367,1,1
SCAN,889600,82,87.46632,825,0.307,1,0,0.40089367,2,0
SCAN,889600,82,87.46632,826,0.234,1,2,0.300857782,1,1
SCAN,889600,82,87.46632,826,0.234,1,2,0.300857782,2,0
SCAN,889600,82,87.46632,827,0.174,3,2,0.555345404,1,1
SCAN,889600,82,87.46632,827,0.174,3,2,0.555345404,2,0
SCAN,889600,82,87.46632,828,0.218,1,2,0.300857782,1,1
SCAN,889600,82,87.46632,828,0.218,1,2,0.300857782,2,0
SCAN,889600,82,87.46632,829,0.016,1,2,0.300857782,1,1
SCAN,889600,82,87.46632,829,0.016,1,2,0.300857782,2,0
SCAN,889600,82,87.46632,830,0.128,2,2,0.420295169,1,0
SCAN,889600,82,87.46632,830,0.128,2,2,0.420295169,2,1
SCAN,889600,82,87.46632,831,0.083,1,2,0.300857782,1,1
SCAN,889600,82,87.46632,831,0.083,1,2,0.300857782,2,1
SCAN,889600,82,87.46632,832,0.138,3,2,0.555345404,1,1
SCAN,889600,82,87.46632,832,0.138,3,2,0.555345404,2,0
SCAN,889600,82,87.46632,833,0.079,2,2,0.420295169,1,1
SCAN,889600,82,87.46632,833,0.079,2,2,0.420295169,2,1
